"","name","dict"
"gregtech:meta_item_1:14782","Missing[]","Missing[]"
"gregtech:meta_item_1:14783","Missing[]","Missing[]"
"gregtech:meta_item_1:14784","Missing[]","Missing[]"
"gregtech:meta_item_1:14785","Missing[]","Missing[]"
"gregtech:meta_item_1:14786","Missing[]","Missing[]"
"gregtech:meta_item_1:14787","Missing[]","Missing[]"
"gregtech:meta_item_1:14789","Missing[]","Missing[]"
"gregtech:meta_item_1:14790","Missing[]","Missing[]"
"gregtech:meta_item_1:14791","Missing[]","Missing[]"
"gregtech:meta_item_1:14792","Missing[]","Missing[]"
"gregtech:meta_item_1:14793","Missing[]","Missing[]"
"gregtech:meta_item_1:14794","Missing[]","Missing[]"
"gregtech:meta_item_1:14795","Missing[]","Missing[]"
"gregtech:meta_item_1:14796","Missing[]","Missing[]"
"gregtech:meta_item_1:14797","gregtech:meta_stick:17","stickCalifornium"
"gregtech:meta_item_1:14798","Missing[]","Missing[]"
"gregtech:meta_item_1:14799","Missing[]","Missing[]"
"gregtech:meta_item_1:14800","Missing[]","Missing[]"
"gregtech:meta_item_1:14801","Missing[]","Missing[]"
"gregtech:meta_item_1:14802","Missing[]","Missing[]"
"gregtech:meta_item_1:14803","Missing[]","Missing[]"
"gregtech:meta_item_1:14804","Missing[]","Missing[]"
"gregtech:meta_item_1:14805","Missing[]","Missing[]"
"gregtech:meta_item_1:14806","Missing[]","Missing[]"
"gregtech:meta_item_1:14807","Missing[]","Missing[]"
"gregtech:meta_item_1:14808","Missing[]","Missing[]"
"gregtech:meta_item_1:14809","Missing[]","Missing[]"
"gregtech:meta_item_1:14810","Missing[]","Missing[]"
"gregtech:meta_item_1:14811","Missing[]","Missing[]"
"gregtech:meta_item_1:14812","Missing[]","Missing[]"
"gregtech:meta_item_1:14813","gregtech:meta_stick:81","stickPlutonium239"
"gregtech:meta_item_1:14814","gregtech:meta_stick:132","stickPlutonium"
"gregtech:meta_item_1:14815","Missing[]","Missing[]"
"gregtech:meta_item_1:14816","Missing[]","Missing[]"
"gregtech:meta_item_1:14817","Missing[]","Missing[]"
"gregtech:meta_item_1:14818","Missing[]","Missing[]"
"gregtech:meta_item_1:14819","Missing[]","Missing[]"
"gregtech:meta_item_1:14820","Missing[]","Missing[]"
"gregtech:meta_item_1:14821","Missing[]","Missing[]"
"gregtech:meta_item_1:14822","Missing[]","Missing[]"
"gregtech:meta_item_1:14823","Missing[]","Missing[]"
"gregtech:meta_item_1:14824","Missing[]","Missing[]"
"gregtech:meta_item_1:14825","Missing[]","Missing[]"
"gregtech:meta_item_1:14850","Missing[]","Missing[]"
"gregtech:meta_item_1:14851","gcyl:meta_stick:187","stickLafium"
"gregtech:meta_item_1:14852","gcyl:meta_stick:21","stickPikyonium"
"gregtech:meta_item_1:14853","gcyl:meta_stick:18","stickInconelB"
"gregtech:meta_item_1:14854","gcyl:meta_stick:191","stickTitanSteel"
"gregtech:meta_item_1:14855","Missing[]","Missing[]"
"gregtech:meta_item_1:14856","gcyl:meta_stick:174","stickBlackTitanium"
"gregtech:meta_item_1:14857","gcyl:meta_stick:47","stickQuantum"
"gregtech:meta_item_1:14858","gregtech:meta_stick:310","stickRuridit"
"gregtech:meta_item_1:14859","gregtech:meta_stick:2062","stickRhodiumPlatedPalladium"
"gregtech:meta_item_1:14869","gregtech:meta_stick:90","stickRhodium"
"gregtech:meta_item_1:14883","gregtech:meta_stick:93","stickRuthenium"
"gregtech:meta_item_1:14905","Missing[]","Missing[]"
"gregtech:meta_item_1:14912","Missing[]","Missing[]"
"gregtech:meta_item_1:14940","Missing[]","Missing[]"
"gregtech:meta_item_1:14941","gcyl:meta_stick:1075","stickHgAlloy"
"gregtech:meta_item_1:14942","gcyl:meta_stick:1090","stickBabbittAlloy"
"gregtech:meta_item_1:14943","gcyl:meta_stick:196","stickNitinolA"
"gregtech:meta_item_1:14963","gcyl:meta_stick:291","stickEnderium"
"gregtech:meta_item_1:14965","Missing[]","Missing[]"
"gregtech:meta_item_1:14977","gregtech:meta_stick:423","stickSamariumMagnetic"
"gregtech:meta_item_1:14979","Missing[]","Missing[]"
"gregtech:meta_item_1:14980","Missing[]","Missing[]"
"gregtech:meta_item_1:14981","Missing[]","Missing[]"
"gregtech:meta_item_1:14982","gcyl:meta_stick:186","stickHastelloyN"
"gregtech:meta_item_1:14983","gcyl:meta_stick:276","stickStaballoy"
"gregtech:meta_item_1:14984","gregtech:meta_stick:2037","stickPotin"
"gregtech:meta_item_1:14985","gcyl:meta_stick:785","stickMaragingSteelA"
"gregtech:meta_item_1:14986","gcyl:meta_stick:1091","stickInconelA"
"gregtech:meta_item_1:14987","Missing[]","Missing[]"
"gregtech:meta_item_1:14989","gcyl:meta_stick:20","stickEglinSteel"
"gregtech:meta_item_1:14993","gregtech:meta_stick:127","stickNeutronium"
"gregtech:meta_item_1:15085","Missing[]","Missing[]"
"gregtech:meta_item_1:15092","Missing[]","Missing[]"
"gregtech:meta_item_1:15111","gregtech:meta_lens:276","craftingLensLightBlue,lensDiamond"
"gregtech:meta_item_1:15113","gregtech:meta_lens:278","craftingLensGreen,lensEmerald"
"gregtech:meta_item_1:15117","Missing[]","Missing[]"
"gregtech:meta_item_1:15122","Missing[]","Missing[]"
"gregtech:meta_item_1:15154","gregtech:meta_lens:311","craftingLensRed,lensRuby"
"gregtech:meta_item_1:15157","gregtech:meta_lens:314","craftingLensBlue,lensSapphire"
"gregtech:meta_item_1:15190","Missing[]","Missing[]"
"gregtech:meta_item_1:15206","Missing[]","Missing[]"
"gregtech:meta_item_1:15209","Missing[]","Missing[]"
"gregtech:meta_item_1:15212","Missing[]","Missing[]"
"gregtech:meta_item_1:15213","Missing[]","Missing[]"
"gregtech:meta_item_1:15214","gregtech:meta_lens:2006","craftingLensMagenta,lensAmethyst"
"gregtech:meta_item_1:15216","Missing[]","Missing[]"
"gregtech:meta_item_1:15218","Missing[]","Missing[]"
"gregtech:meta_item_1:15219","Missing[]","Missing[]"
"gregtech:meta_item_1:15243","Missing[]","Missing[]"
"gregtech:meta_item_1:15244","Missing[]","Missing[]"
"gregtech:meta_item_1:15247","gcyl:meta_lens:918","craftingLensLightBlue,lensVinteum"
"gregtech:meta_item_1:15331","gregtech:meta_lens:1602","craftingLensWhite,lensNetherStar"
"gregtech:meta_item_1:15910","gcyl:meta_lens:40","craftingLensLime,lensPrasiolite"
"gregtech:meta_item_1:15911","gcyl:meta_lens:42","craftingLensWhite,lensCubicZirconia"
"gregtech:meta_item_1:15913","gcyl:meta_lens:43","craftingLensPink,lensMagnetoResonatic"
"gregtech:meta_item_1:16001","gregtech:meta_bolt:2","boltAluminium"
"gregtech:meta_item_1:16003","Missing[]","Missing[]"
"gregtech:meta_item_1:16016","gregtech:meta_bolt:22","boltChrome"
"gregtech:meta_item_1:16017","Missing[]","Missing[]"
"gregtech:meta_item_1:16018","Missing[]","Missing[]"
"gregtech:meta_item_1:16026","gregtech:meta_bolt:41","boltGold"
"gregtech:meta_item_1:16032","gregtech:meta_bolt:50","boltIridium"
"gregtech:meta_item_1:16033","gregtech:meta_bolt:51","boltIron"
"gregtech:meta_item_1:16035","gregtech:meta_bolt:55","boltLead"
"gregtech:meta_item_1:16039","gregtech:meta_bolt:61","boltManganese"
"gregtech:meta_item_1:16041","gregtech:meta_bolt:64","boltMolybdenum"
"gregtech:meta_item_1:16042","gregtech:meta_bolt:66","boltNeodymium"
"gregtech:meta_item_1:16043","gregtech:meta_bolt:27","boltDarmstadtium"
"gregtech:meta_item_1:16047","gregtech:meta_bolt:75","boltOsmium"
"gregtech:meta_item_1:16049","Missing[]","Missing[]"
"gregtech:meta_item_1:16051","gregtech:meta_bolt:80","boltPlatinum"
"gregtech:meta_item_1:16052","Missing[]","Missing[]"
"gregtech:meta_item_1:16053","Missing[]","Missing[]"
"gregtech:meta_item_1:16054","Missing[]","Missing[]"
"gregtech:meta_item_1:16055","Missing[]","Missing[]"
"gregtech:meta_item_1:16056","Missing[]","Missing[]"
"gregtech:meta_item_1:16059","Missing[]","Missing[]"
"gregtech:meta_item_1:16062","gregtech:meta_bolt:100","boltSilver"
"gregtech:meta_item_1:16071","gregtech:meta_bolt:112","boltTin"
"gregtech:meta_item_1:16072","gregtech:meta_bolt:113","boltTitanium"
"gregtech:meta_item_1:16074","gregtech:meta_bolt:115","boltTungsten"
"gregtech:meta_item_1:16085","Missing[]","Missing[]"
"gregtech:meta_item_1:16087","gregtech:meta_bolt:252","boltAnnealedCopper"
"gregtech:meta_item_1:16091","Missing[]","Missing[]"
"gregtech:meta_item_1:16092","Missing[]","Missing[]"
"gregtech:meta_item_1:16094","gregtech:meta_bolt:259","boltBrass"
"gregtech:meta_item_1:16095","gregtech:meta_bolt:260","boltBronze"
"gregtech:meta_item_1:16109","Missing[]","Missing[]"
"gregtech:meta_item_1:16111","gregtech:meta_bolt:276","boltDiamond"
"gregtech:meta_item_1:16112","gregtech:meta_bolt:277","boltElectrum"
"gregtech:meta_item_1:16113","Missing[]","Missing[]"
"gregtech:meta_item_1:16122","Missing[]","Missing[]"
"gregtech:meta_item_1:16126","gregtech:meta_bolt:287","boltInvar"
"gregtech:meta_item_1:16127","Missing[]","Missing[]"
"gregtech:meta_item_1:16129","gregtech:meta_bolt:290","boltMagnalium"
"gregtech:meta_item_1:16133","Missing[]","Missing[]"
"gregtech:meta_item_1:16134","Missing[]","Missing[]"
"gregtech:meta_item_1:16135","gregtech:meta_bolt:296","boltNiobiumTitanium"
"gregtech:meta_item_1:16140","Missing[]","Missing[]"
"gregtech:meta_item_1:16141","Missing[]","Missing[]"
"gregtech:meta_item_1:16142","Missing[]","Missing[]"
"gregtech:meta_item_1:16152","gregtech:meta_bolt:1068","boltRubber"
"gregtech:meta_item_1:16154","Missing[]","Missing[]"
"gregtech:meta_item_1:16157","Missing[]","Missing[]"
"gregtech:meta_item_1:16180","Missing[]","Missing[]"
"gregtech:meta_item_1:16183","gregtech:meta_bolt:323","boltStainlessSteel"
"gregtech:meta_item_1:16184","gregtech:meta_bolt:324","boltSteel"
"gregtech:meta_item_1:16187","Missing[]","Missing[]"
"gregtech:meta_item_1:16189","gregtech:meta_bolt:328","boltTinAlloy"
"gregtech:meta_item_1:16190","Missing[]","Missing[]"
"gregtech:meta_item_1:16192","gregtech:meta_bolt:331","boltUltimet"
"gregtech:meta_item_1:16196","gregtech:meta_bolt:1617","boltWood"
"gregtech:meta_item_1:16197","gregtech:meta_bolt:335","boltWroughtIron"
"gregtech:meta_item_1:16200","gregtech:meta_bolt:338","boltYttriumBariumCuprate"
"gregtech:meta_item_1:16201","Missing[]","Missing[]"
"gregtech:meta_item_1:16202","Missing[]","Missing[]"
"gregtech:meta_item_1:16206","Missing[]","Missing[]"
"gregtech:meta_item_1:16207","gregtech:meta_bolt:344","boltOsmiridium"
"gregtech:meta_item_1:16212","Missing[]","Missing[]"
"gregtech:meta_item_1:16213","Missing[]","Missing[]"
"gregtech:meta_item_1:16214","Missing[]","Missing[]"
"gregtech:meta_item_1:16216","Missing[]","Missing[]"
"gregtech:meta_item_1:16226","gregtech:meta_bolt:2010","boltApatite"
"gregtech:meta_item_1:16227","gregtech:meta_bolt:300","boltSterlingSilver"
"gregtech:meta_item_1:16228","gregtech:meta_bolt:301","boltRoseGold"
"gregtech:meta_item_1:16229","gregtech:meta_bolt:302","boltBlackBronze"
"gregtech:meta_item_1:16230","gregtech:meta_bolt:303","boltBismuthBronze"
"gregtech:meta_item_1:16231","Missing[]","Missing[]"
"gregtech:meta_item_1:16232","Missing[]","Missing[]"
"gregtech:meta_item_1:16233","Missing[]","Missing[]"
"gregtech:meta_item_1:16234","Missing[]","Missing[]"
"gregtech:meta_item_1:16235","gregtech:meta_bolt:2013","boltTungstenSteel"
"gregtech:meta_item_1:16238","gregtech:meta_bolt:2014","boltCobaltBrass"
"gregtech:meta_item_1:16243","Missing[]","Missing[]"
"gregtech:meta_item_1:16244","Missing[]","Missing[]"
"gregtech:meta_item_1:16247","gcyl:meta_bolt:918","boltVinteum"
"gregtech:meta_item_1:16297","gregtech:meta_bolt:395","boltIronMagnetic"
"gregtech:meta_item_1:16298","Missing[]","Missing[]"
"gregtech:meta_item_1:16299","Missing[]","Missing[]"
"gregtech:meta_item_1:16300","gregtech:meta_bolt:396","boltTungstenCarbide"
"gregtech:meta_item_1:16301","gregtech:meta_bolt:2036","boltVanadiumSteel"
"gregtech:meta_item_1:16302","gregtech:meta_bolt:2516","boltHssg"
"gregtech:meta_item_1:16303","gregtech:meta_bolt:2519","boltHsse"
"gregtech:meta_item_1:16304","gregtech:meta_bolt:2520","boltHsss"
"gregtech:meta_item_1:16307","gregtech:meta_bolt:124","boltNaquadah"
"gregtech:meta_item_1:16308","gregtech:meta_bolt:2042","boltNaquadahAlloy"
"gregtech:meta_item_1:16309","gregtech:meta_bolt:125","boltNaquadahEnriched"
"gregtech:meta_item_1:16310","gregtech:meta_bolt:126","boltNaquadria"
"gregtech:meta_item_1:16311","gregtech:meta_bolt:128","boltTritanium"
"gregtech:meta_item_1:16312","gregtech:meta_bolt:129","boltDuranium"
"gregtech:meta_item_1:16331","Missing[]","Missing[]"
"gregtech:meta_item_1:16411","Missing[]","Missing[]"
"gregtech:meta_item_1:16424","Missing[]","Missing[]"
"gregtech:meta_item_1:16518","gcyl:meta_bolt:13","boltDraconium"
"gregtech:meta_item_1:16519","gcyl:meta_bolt:14","boltAwakenDraconium"
"gregtech:meta_item_1:16520","Missing[]","Missing[]"
"gregtech:meta_item_1:16521","gcyl:meta_bolt:16","boltChaosalloy"
"gregtech:meta_item_1:16534","Missing[]","Missing[]"
"gregtech:meta_item_1:16671","gcyl:meta_bolt:911","boltCosmicNeutronium"
"gregtech:meta_item_1:16682","gcyl:meta_bolt:188","boltHeavyQuarkDegenerateMatter"
"gregtech:meta_item_1:16683","gcyl:meta_bolt:192","boltMetastableHassium"
"gregtech:meta_item_1:16706","gcyl:meta_bolt:189","boltMetastableFlerovium"
"gregtech:meta_item_1:16707","gcyl:meta_bolt:201","boltMetastableOganesson"
"gregtech:meta_item_1:16710","gcyl:meta_bolt:25","boltLithiumTitanate"
"gregtech:meta_item_1:16714","gcyl:meta_bolt:172","boltTaranium"
"gregtech:meta_item_1:16715","gcyl:meta_bolt:194","boltTriniumTitanium"
"gregtech:meta_item_1:16716","gcyl:meta_bolt:202","boltProtoAdamantium"
"gregtech:meta_item_1:16717","gcyl:meta_bolt:193","boltVibranium"
"gregtech:meta_item_1:16718","gcyl:meta_bolt:48","boltAdamantium"
"gregtech:meta_item_1:16719","gregtech:meta_bolt:130","boltTrinium"
"gregtech:meta_item_1:16720","gcyl:meta_bolt:44","boltHdcs"
"gregtech:meta_item_1:16721","gcyl:meta_bolt:49","boltCinobite"
"gregtech:meta_item_1:16731","gcyl:meta_bolt:290","boltHastelloyk243"
"gregtech:meta_item_1:16732","gcyl:meta_bolt:274","boltHastelloyx78"
"gregtech:meta_item_1:16733","gcyl:meta_bolt:17","boltEnrichedNaquadahAlloy"
"gregtech:meta_item_1:16734","gcyl:meta_bolt:275","boltIncoloy813"
"gregtech:meta_item_1:16735","gregtech:meta_bolt:12","boltBohrium"
"gregtech:meta_item_1:16736","gregtech:meta_bolt:97","boltSeaborgium"
"gregtech:meta_item_1:16742","gregtech:meta_bolt:29","boltDubnium"
"gregtech:meta_item_1:16743","gregtech:meta_bolt:94","boltRutherfordium"
"gregtech:meta_item_1:16755","gcyl:meta_bolt:910","boltAbyssalAlloy"
"gregtech:meta_item_1:16763","gregtech:meta_bolt:89","boltRhenium"
"gregtech:meta_item_1:16780","Missing[]","Missing[]"
"gregtech:meta_item_1:16786","Missing[]","Missing[]"
"gregtech:meta_item_1:16791","Missing[]","Missing[]"
"gregtech:meta_item_1:16797","gregtech:meta_bolt:17","boltCalifornium"
"gregtech:meta_item_1:16801","Missing[]","Missing[]"
"gregtech:meta_item_1:16807","Missing[]","Missing[]"
"gregtech:meta_item_1:16814","gregtech:meta_bolt:132","boltPlutonium"
"gregtech:meta_item_1:16818","Missing[]","Missing[]"
"gregtech:meta_item_1:16822","Missing[]","Missing[]"
"gregtech:meta_item_1:16824","Missing[]","Missing[]"
"gregtech:meta_item_1:16850","Missing[]","Missing[]"
"gregtech:meta_item_1:16851","gcyl:meta_bolt:187","boltLafium"
"gregtech:meta_item_1:16852","gcyl:meta_bolt:21","boltPikyonium"
"gregtech:meta_item_1:16853","gcyl:meta_bolt:18","boltInconelB"
"gregtech:meta_item_1:16854","gcyl:meta_bolt:191","boltTitanSteel"
"gregtech:meta_item_1:16855","Missing[]","Missing[]"
"gregtech:meta_item_1:16856","gcyl:meta_bolt:174","boltBlackTitanium"
"gregtech:meta_item_1:16857","gcyl:meta_bolt:47","boltQuantum"
"gregtech:meta_item_1:16858","gregtech:meta_bolt:310","boltRuridit"
"gregtech:meta_item_1:16859","gregtech:meta_bolt:2062","boltRhodiumPlatedPalladium"
"gregtech:meta_item_1:16869","gregtech:meta_bolt:90","boltRhodium"
"gregtech:meta_item_1:16883","Missing[]","Missing[]"
"gregtech:meta_item_1:16905","Missing[]","Missing[]"
"gregtech:meta_item_1:16912","Missing[]","Missing[]"
"gregtech:meta_item_1:16940","Missing[]","Missing[]"
"gregtech:meta_item_1:16941","gcyl:meta_bolt:1075","boltHgAlloy"
"gregtech:meta_item_1:16942","gcyl:meta_bolt:1090","boltBabbittAlloy"
"gregtech:meta_item_1:16943","gcyl:meta_bolt:196","boltNitinolA"
"gregtech:meta_item_1:16963","gcyl:meta_bolt:291","boltEnderium"
"gregtech:meta_item_1:16965","Missing[]","Missing[]"
"gregtech:meta_item_1:16977","Missing[]","Missing[]"
"gregtech:meta_item_1:16979","Missing[]","Missing[]"
"gregtech:meta_item_1:16980","Missing[]","Missing[]"
"gregtech:meta_item_1:16981","Missing[]","Missing[]"
"gregtech:meta_item_1:16982","gcyl:meta_bolt:186","boltHastelloyN"
"gregtech:meta_item_1:16983","gcyl:meta_bolt:276","boltStaballoy"
"gregtech:meta_item_1:16984","gregtech:meta_bolt:2037","boltPotin"
"gregtech:meta_item_1:16985","gcyl:meta_bolt:785","boltMaragingSteelA"
"gregtech:meta_item_1:16986","gcyl:meta_bolt:1091","boltInconelA"
"gregtech:meta_item_1:16987","Missing[]","Missing[]"
"gregtech:meta_item_1:16989","gcyl:meta_bolt:20","boltEglinSteel"
"gregtech:meta_item_1:16993","gregtech:meta_bolt:127","boltNeutronium"
"gregtech:meta_item_1:17001","gregtech:meta_screw:2","screwAluminium"
"gregtech:meta_item_1:17003","Missing[]","Missing[]"
"gregtech:meta_item_1:17016","gregtech:meta_screw:22","screwChrome"
"gregtech:meta_item_1:17017","Missing[]","Missing[]"
"gregtech:meta_item_1:17018","Missing[]","Missing[]"
"gregtech:meta_item_1:17026","gregtech:meta_screw:41","screwGold"
"gregtech:meta_item_1:17032","gregtech:meta_screw:50","screwIridium"
"gregtech:meta_item_1:17033","gregtech:meta_screw:51","screwIron"
"gregtech:meta_item_1:17035","gregtech:meta_screw:55","screwLead"
"gregtech:meta_item_1:17039","gregtech:meta_screw:61","screwManganese"
"gregtech:meta_item_1:17041","gregtech:meta_screw:64","screwMolybdenum"
"gregtech:meta_item_1:17042","gregtech:meta_screw:66","screwNeodymium"
"gregtech:meta_item_1:17043","gregtech:meta_screw:27","screwDarmstadtium"
"gregtech:meta_item_1:17047","gregtech:meta_screw:75","screwOsmium"
"gregtech:meta_item_1:17049","Missing[]","Missing[]"
"gregtech:meta_item_1:17051","gregtech:meta_screw:80","screwPlatinum"
"gregtech:meta_item_1:17052","Missing[]","Missing[]"
"gregtech:meta_item_1:17053","Missing[]","Missing[]"
"gregtech:meta_item_1:17054","Missing[]","Missing[]"
"gregtech:meta_item_1:17055","Missing[]","Missing[]"
"gregtech:meta_item_1:17056","Missing[]","Missing[]"
"gregtech:meta_item_1:17059","Missing[]","Missing[]"
"gregtech:meta_item_1:17062","gregtech:meta_screw:100","screwSilver"
"gregtech:meta_item_1:17071","gregtech:meta_screw:112","screwTin"
"gregtech:meta_item_1:17072","gregtech:meta_screw:113","screwTitanium"
"gregtech:meta_item_1:17074","gregtech:meta_screw:115","screwTungsten"
"gregtech:meta_item_1:17087","gregtech:meta_screw:252","screwAnnealedCopper"
"gregtech:meta_item_1:17091","Missing[]","Missing[]"
"gregtech:meta_item_1:17094","gregtech:meta_screw:259","screwBrass"
"gregtech:meta_item_1:17095","gregtech:meta_screw:260","screwBronze"
"gregtech:meta_item_1:17109","Missing[]","Missing[]"
"gregtech:meta_item_1:17112","gregtech:meta_screw:277","screwElectrum"
"gregtech:meta_item_1:17126","gregtech:meta_screw:287","screwInvar"
"gregtech:meta_item_1:17127","Missing[]","Missing[]"
"gregtech:meta_item_1:17129","gregtech:meta_screw:290","screwMagnalium"
"gregtech:meta_item_1:17133","Missing[]","Missing[]"
"gregtech:meta_item_1:17134","Missing[]","Missing[]"
"gregtech:meta_item_1:17135","gregtech:meta_screw:296","screwNiobiumTitanium"
"gregtech:meta_item_1:17140","Missing[]","Missing[]"
"gregtech:meta_item_1:17141","Missing[]","Missing[]"
"gregtech:meta_item_1:17142","Missing[]","Missing[]"
"gregtech:meta_item_1:17152","gregtech:meta_screw:1068","screwRubber"
"gregtech:meta_item_1:17180","Missing[]","Missing[]"
"gregtech:meta_item_1:17183","gregtech:meta_screw:323","screwStainlessSteel"
"gregtech:meta_item_1:17184","gregtech:meta_screw:324","screwSteel"
"gregtech:meta_item_1:17189","gregtech:meta_screw:328","screwTinAlloy"
"gregtech:meta_item_1:17192","gregtech:meta_screw:331","screwUltimet"
"gregtech:meta_item_1:17197","gregtech:meta_screw:335","screwWroughtIron"
"gregtech:meta_item_1:17200","gregtech:meta_screw:338","screwYttriumBariumCuprate"
"gregtech:meta_item_1:17207","gregtech:meta_screw:344","screwOsmiridium"
"gregtech:meta_item_1:17227","gregtech:meta_screw:300","screwSterlingSilver"
"gregtech:meta_item_1:17228","gregtech:meta_screw:301","screwRoseGold"
"gregtech:meta_item_1:17229","gregtech:meta_screw:302","screwBlackBronze"
"gregtech:meta_item_1:17230","gregtech:meta_screw:303","screwBismuthBronze"
"gregtech:meta_item_1:17231","Missing[]","Missing[]"
"gregtech:meta_item_1:17232","Missing[]","Missing[]"
"gregtech:meta_item_1:17233","Missing[]","Missing[]"
"gregtech:meta_item_1:17234","Missing[]","Missing[]"
"gregtech:meta_item_1:17235","gregtech:meta_screw:2013","screwTungstenSteel"
"gregtech:meta_item_1:17238","gregtech:meta_screw:2014","screwCobaltBrass"
"gregtech:meta_item_1:17297","gregtech:meta_screw:395","screwIronMagnetic"
"gregtech:meta_item_1:17298","Missing[]","Missing[]"
"gregtech:meta_item_1:17299","Missing[]","Missing[]"
"gregtech:meta_item_1:17300","gregtech:meta_screw:396","screwTungstenCarbide"
"gregtech:meta_item_1:17301","gregtech:meta_screw:2036","screwVanadiumSteel"
"gregtech:meta_item_1:17302","gregtech:meta_screw:2516","screwHssg"
"gregtech:meta_item_1:17303","gregtech:meta_screw:2519","screwHsse"
"gregtech:meta_item_1:17304","gregtech:meta_screw:2520","screwHsss"
"gregtech:meta_item_1:17307","gregtech:meta_screw:124","screwNaquadah"
"gregtech:meta_item_1:17308","gregtech:meta_screw:2042","screwNaquadahAlloy"
"gregtech:meta_item_1:17309","gregtech:meta_screw:125","screwNaquadahEnriched"
"gregtech:meta_item_1:17310","gregtech:meta_screw:126","screwNaquadria"
"gregtech:meta_item_1:17311","gregtech:meta_screw:128","screwTritanium"
"gregtech:meta_item_1:17312","gregtech:meta_screw:129","screwDuranium"
"gregtech:meta_item_1:17411","Missing[]","Missing[]"
"gregtech:meta_item_1:17424","Missing[]","Missing[]"
"gregtech:meta_item_1:17518","gcyl:meta_screw:13","screwDraconium"
"gregtech:meta_item_1:17519","gcyl:meta_screw:14","screwAwakenDraconium"
"gregtech:meta_item_1:17520","Missing[]","Missing[]"
"gregtech:meta_item_1:17521","gcyl:meta_screw:16","screwChaosalloy"
"gregtech:meta_item_1:17534","Missing[]","Missing[]"
"gregtech:meta_item_1:17671","gcyl:meta_screw:911","screwCosmicNeutronium"
"gregtech:meta_item_1:17682","gcyl:meta_screw:188","screwHeavyQuarkDegenerateMatter"
"gregtech:meta_item_1:17683","gcyl:meta_screw:192","screwMetastableHassium"
"gregtech:meta_item_1:17706","gcyl:meta_screw:189","screwMetastableFlerovium"
"gregtech:meta_item_1:17707","gcyl:meta_screw:201","screwMetastableOganesson"
"gregtech:meta_item_1:17710","gcyl:meta_screw:25","screwLithiumTitanate"
"gregtech:meta_item_1:17714","gcyl:meta_screw:172","screwTaranium"
"gregtech:meta_item_1:17715","gcyl:meta_screw:194","screwTriniumTitanium"
"gregtech:meta_item_1:17716","gcyl:meta_screw:202","screwProtoAdamantium"
"gregtech:meta_item_1:17717","gcyl:meta_screw:193","screwVibranium"
"gregtech:meta_item_1:17718","gcyl:meta_screw:48","screwAdamantium"
"gregtech:meta_item_1:17719","gregtech:meta_screw:130","screwTrinium"
"gregtech:meta_item_1:17720","gcyl:meta_screw:44","screwHdcs"
"gregtech:meta_item_1:17721","gcyl:meta_screw:49","screwCinobite"
"gregtech:meta_item_1:17731","gcyl:meta_screw:290","screwHastelloyk243"
"gregtech:meta_item_1:17732","gcyl:meta_screw:274","screwHastelloyx78"
"gregtech:meta_item_1:17733","gcyl:meta_screw:17","screwEnrichedNaquadahAlloy"
"gregtech:meta_item_1:17734","gcyl:meta_screw:275","screwIncoloy813"
"gregtech:meta_item_1:17735","gregtech:meta_screw:12","screwBohrium"
"gregtech:meta_item_1:17736","gregtech:meta_screw:97","screwSeaborgium"
"gregtech:meta_item_1:17742","gregtech:meta_screw:29","screwDubnium"
"gregtech:meta_item_1:17743","gregtech:meta_screw:94","screwRutherfordium"
"gregtech:meta_item_1:17755","gcyl:meta_screw:910","screwAbyssalAlloy"
"gregtech:meta_item_1:17763","gregtech:meta_screw:89","screwRhenium"
"gregtech:meta_item_1:17780","Missing[]","Missing[]"
"gregtech:meta_item_1:17786","Missing[]","Missing[]"
"gregtech:meta_item_1:17791","Missing[]","Missing[]"
"gregtech:meta_item_1:17797","gregtech:meta_screw:17","screwCalifornium"
"gregtech:meta_item_1:17801","Missing[]","Missing[]"
"gregtech:meta_item_1:17807","Missing[]","Missing[]"
"gregtech:meta_item_1:17814","gregtech:meta_screw:132","screwPlutonium"
"gregtech:meta_item_1:17818","Missing[]","Missing[]"
"gregtech:meta_item_1:17822","Missing[]","Missing[]"
"gregtech:meta_item_1:17824","Missing[]","Missing[]"
"gregtech:meta_item_1:17850","Missing[]","Missing[]"
"gregtech:meta_item_1:17851","gcyl:meta_screw:187","screwLafium"
"gregtech:meta_item_1:17852","gcyl:meta_screw:21","screwPikyonium"
"gregtech:meta_item_1:17853","gcyl:meta_screw:18","screwInconelB"
"gregtech:meta_item_1:17854","gcyl:meta_screw:191","screwTitanSteel"
"gregtech:meta_item_1:17855","Missing[]","Missing[]"
"gregtech:meta_item_1:17856","gcyl:meta_screw:174","screwBlackTitanium"
"gregtech:meta_item_1:17857","gcyl:meta_screw:47","screwQuantum"
"gregtech:meta_item_1:17858","gregtech:meta_screw:310","screwRuridit"
"gregtech:meta_item_1:17859","gregtech:meta_screw:2062","screwRhodiumPlatedPalladium"
"gregtech:meta_item_1:17869","gregtech:meta_screw:90","screwRhodium"
"gregtech:meta_item_1:17883","Missing[]","Missing[]"
"gregtech:meta_item_1:17905","Missing[]","Missing[]"
"gregtech:meta_item_1:17912","Missing[]","Missing[]"
"gregtech:meta_item_1:17940","Missing[]","Missing[]"
"gregtech:meta_item_1:17941","gcyl:meta_screw:1075","screwHgAlloy"
"gregtech:meta_item_1:17942","gcyl:meta_screw:1090","screwBabbittAlloy"
