"Registry name","Meta/dmg","Display name","Ore Dict Keys","NBT"
"gregtech:meta_item_2",17715,"Small Trinium Titanium Gear","gearSmallTriniumTitanium",""
"gregtech:meta_item_2",17716,"Small Proto Adamantium Gear","gearSmallProtoAdamantium",""
"gregtech:meta_item_2",17717,"Small Vibranium Gear","gearSmallVibranium",""
"gregtech:meta_item_2",17718,"Small Adamantium Gear","gearSmallAdamantium",""
"gregtech:meta_item_2",17719,"Small Trinium Gear","gearSmallTrinium",""
"gregtech:meta_item_2",17720,"Small High Durability Compound Steel Gear","gearSmallHdcs",""
"gregtech:meta_item_2",17721,"Small Cinobite Gear","gearSmallCinobite",""
"gregtech:meta_item_2",17731,"Small Hastelloy K243 Gear","gearSmallHastelloyK243",""
"gregtech:meta_item_2",17732,"Small Hastelloy X78 Gear","gearSmallHastelloyX78",""
"gregtech:meta_item_2",17733,"Small Enriched Naquadah Alloy Gear","gearSmallEnrichedNaquadahAlloy",""
"gregtech:meta_item_2",17735,"Small Bohrium Gear","gearSmallBohrium",""
"gregtech:meta_item_2",17736,"Small Seaborgium Gear","gearSmallSeaborgium",""
"gregtech:meta_item_2",17850,"Small Zeron 100 Gear","gearSmallZeron",""
"gregtech:meta_item_2",17851,"Small Lafium Gear","gearSmallLafium",""
"gregtech:meta_item_2",17852,"Small Pikyonium Gear","gearSmallPikyonium",""
"gregtech:meta_item_2",17853,"Small Inconel 792 Gear","gearSmallInconelB",""
"gregtech:meta_item_2",17854,"Small Titan Steel Gear","gearSmallTitanSteel",""
"gregtech:meta_item_2",17855,"Small Tungsten Titanium Carbide Gear","gearSmallTungstenTitaniumCarbide",""
"gregtech:meta_item_2",17856,"Small Black Titanium Gear","gearSmallBlackTitanium",""
"gregtech:meta_item_2",17857,"Small Quantum Gear","gearSmallQuantum",""
"gregtech:meta_item_2",17858,"Small Ruridit Gear","gearSmallRuridit",""
"gregtech:meta_item_2",17993,"Small Neutronium Gear","gearSmallNeutronium",""
"gregtech:meta_item_2",18016,"Chrome Rotor","rotorChrome",""
"gregtech:meta_item_2",18032,"Iridium Rotor","rotorIridium",""
"gregtech:meta_item_2",18043,"Darmstadtium Rotor","rotorDarmstadtium",""
"gregtech:meta_item_2",18047,"Osmium Rotor","rotorOsmium",""
"gregtech:meta_item_2",18071,"Tin Rotor","rotorTin",""
"gregtech:meta_item_2",18072,"Titanium Rotor","rotorTitanium",""
"gregtech:meta_item_2",18095,"Bronze Rotor","rotorBronze",""
"gregtech:meta_item_2",18141,"Polyethylene Rotor","rotorPlastic",""
"gregtech:meta_item_2",18183,"Stainless Steel Rotor","rotorStainlessSteel",""
"gregtech:meta_item_2",18184,"Steel Rotor","rotorSteel",""
"gregtech:meta_item_2",18235,"Tungstensteel Rotor","rotorTungstenSteel",""
"gregtech:meta_item_2",18298,"Magnetic Steel Rotor","rotorSteelMagnetic",""
"gregtech:meta_item_2",18302,"HSS-G Rotor","rotorHssg",""
"gregtech:meta_item_2",18303,"HSS-E Rotor","rotorHsse",""
"gregtech:meta_item_2",18311,"Tritanium Rotor","rotorTritanium",""
"gregtech:meta_item_2",18312,"Duranium Rotor","rotorDuranium",""
"gregtech:meta_item_2",18671,"Cosmic Neutronium Rotor","rotorCosmicNeutronium",""
"gregtech:meta_item_2",18682,"Heavy Quark Degenerate Matter Rotor","rotorHeavyQuarkDegenerateMatter",""
"gregtech:meta_item_2",18683,"Metastable Hassium Rotor","rotorMetastableHassium",""
"gregtech:meta_item_2",18706,"Metastable Flerovium Rotor","rotorMetastableFlerovium",""
"gregtech:meta_item_2",18707,"Metastable Oganesson Rotor","rotorMetastableOganesson",""
"gregtech:meta_item_2",18710,"Lithium Titanate Rotor","rotorLithiumTitanate",""
"gregtech:meta_item_2",18714,"Taranium Rotor","rotorTaranium",""
"gregtech:meta_item_2",18715,"Trinium Titanium Rotor","rotorTriniumTitanium",""
"gregtech:meta_item_2",18716,"Proto Adamantium Rotor","rotorProtoAdamantium",""
"gregtech:meta_item_2",18717,"Vibranium Rotor","rotorVibranium",""
"gregtech:meta_item_2",18718,"Adamantium Rotor","rotorAdamantium",""
"gregtech:meta_item_2",18719,"Trinium Rotor","rotorTrinium",""
"gregtech:meta_item_2",18720,"High Durability Compound Steel Rotor","rotorHdcs",""
"gregtech:meta_item_2",18721,"Cinobite Rotor","rotorCinobite",""
"gregtech:meta_item_2",18731,"Hastelloy K243 Rotor","rotorHastelloyK243",""
"gregtech:meta_item_2",18732,"Hastelloy X78 Rotor","rotorHastelloyX78",""
"gregtech:meta_item_2",18733,"Enriched Naquadah Alloy Rotor","rotorEnrichedNaquadahAlloy",""
"gregtech:meta_item_2",18735,"Bohrium Rotor","rotorBohrium",""
"gregtech:meta_item_2",18736,"Seaborgium Rotor","rotorSeaborgium",""
"gregtech:meta_item_2",18850,"Zeron 100 Rotor","rotorZeron",""
"gregtech:meta_item_2",18851,"Lafium Rotor","rotorLafium",""
"gregtech:meta_item_2",18852,"Pikyonium Rotor","rotorPikyonium",""
"gregtech:meta_item_2",18853,"Inconel 792 Rotor","rotorInconelB",""
"gregtech:meta_item_2",18854,"Titan Steel Rotor","rotorTitanSteel",""
"gregtech:meta_item_2",18855,"Tungsten Titanium Carbide Rotor","rotorTungstenTitaniumCarbide",""
"gregtech:meta_item_2",18856,"Black Titanium Rotor","rotorBlackTitanium",""
"gregtech:meta_item_2",18857,"Quantum Rotor","rotorQuantum",""
"gregtech:meta_item_2",18858,"Ruridit Rotor","rotorRuridit",""
"gregtech:meta_item_2",18993,"Neutronium Rotor","rotorNeutronium",""
"gregtech:meta_item_2",19001,"Long Aluminium Rod","stickLongAluminium",""
"gregtech:meta_item_2",19002,"Long Americium Rod","stickLongAmericium",""
"gregtech:meta_item_2",19003,"Long Antimony Rod","stickLongAntimony",""
"gregtech:meta_item_2",19016,"Long Chrome Rod","stickLongChrome",""
"gregtech:meta_item_2",19018,"Long Copper Rod","stickLongCopper",""
"gregtech:meta_item_2",19022,"Long Europium Rod","stickLongEuropium",""
"gregtech:meta_item_2",19026,"Long Gold Rod","stickLongGold",""
"gregtech:meta_item_2",19032,"Long Iridium Rod","stickLongIridium",""
"gregtech:meta_item_2",19033,"Long Iron Rod","stickLongIron",""
"gregtech:meta_item_2",19035,"Long Lead Rod","stickLongLead",""
"gregtech:meta_item_2",19043,"Long Darmstadtium Rod","stickLongDarmstadtium",""
"gregtech:meta_item_2",19047,"Long Osmium Rod","stickLongOsmium",""
"gregtech:meta_item_2",19049,"Long Palladium Rod","stickLongPalladium",""
"gregtech:meta_item_2",19051,"Long Platinum Rod","stickLongPlatinum",""
"gregtech:meta_item_2",19052,"Long Plutonium 244 Rod","stickLongPlutonium",""
"gregtech:meta_item_2",19053,"Long Plutonium 241 Rod","stickLongPlutonium241",""
"gregtech:meta_item_2",19054,"Long Potassium Rod","stickLongPotassium",""
"gregtech:meta_item_2",19055,"Long Praseodymium Rod","stickLongPraseodymium",""
"gregtech:meta_item_2",19056,"Long Promethium Rod","stickLongPromethium",""
"gregtech:meta_item_2",19059,"Long Samarium Rod","stickLongSamarium",""
"gregtech:meta_item_2",19062,"Long Silver Rod","stickLongSilver",""
"gregtech:meta_item_2",19069,"Long Thorium Rod","stickLongThorium",""
"gregtech:meta_item_2",19071,"Long Tin Rod","stickLongTin",""
"gregtech:meta_item_2",19072,"Long Titanium Rod","stickLongTitanium",""
"gregtech:meta_item_2",19074,"Long Tungsten Rod","stickLongTungsten",""
"gregtech:meta_item_2",19075,"Long Uranium 238 Rod","stickLongUranium",""
"gregtech:meta_item_2",19076,"Long Uranium 235 Rod","stickLongUranium235",""
"gregtech:meta_item_2",19085,"Long Almandine Rod","stickLongAlmandine",""
"gregtech:meta_item_2",19087,"Long Annealed Copper Rod","stickLongAnnealedCopper",""
"gregtech:meta_item_2",19091,"Long Battery Alloy Rod","stickLongBatteryAlloy",""
"gregtech:meta_item_2",19092,"Long Blue Topaz Rod","stickLongBlueTopaz",""
"gregtech:meta_item_2",19094,"Long Brass Rod","stickLongBrass",""
"gregtech:meta_item_2",19095,"Long Bronze Rod","stickLongBronze",""
"gregtech:meta_item_2",19109,"Long Cupronickel Rod","stickLongCupronickel",""
"gregtech:meta_item_2",19112,"Long Electrum Rod","stickLongElectrum",""
"gregtech:meta_item_2",19113,"Long Emerald Rod","stickLongEmerald",""
"gregtech:meta_item_2",19122,"Long Rutile Rod","stickLongRutile",""
"gregtech:meta_item_2",19126,"Long Invar Rod","stickLongInvar",""
"gregtech:meta_item_2",19127,"Long Kanthal Rod","stickLongKanthal",""
"gregtech:meta_item_2",19129,"Long Magnalium Rod","stickLongMagnalium",""
"gregtech:meta_item_2",19133,"Long Nichrome Rod","stickLongNichrome",""
"gregtech:meta_item_2",19134,"Long Niobium Nitride Rod","stickLongNiobiumNitride",""
"gregtech:meta_item_2",19135,"Long Niobium-Titanium Rod","stickLongNiobiumTitanium",""
"gregtech:meta_item_2",19140,"Long Pig Iron Rod","stickLongPigIron",""
"gregtech:meta_item_2",19142,"Long Epoxy Resin Rod","stickLongEpoxid",""
"gregtech:meta_item_2",19154,"Long Ruby Rod","stickLongRuby",""
"gregtech:meta_item_2",19157,"Long Sapphire Rod","stickLongSapphire",""
"gregtech:meta_item_2",19180,"Long Soldering Alloy Rod","stickLongSolderingAlloy",""
"gregtech:meta_item_2",19183,"Long Stainless Steel Rod","stickLongStainlessSteel",""
"gregtech:meta_item_2",19184,"Long Steel Rod","stickLongSteel",""
"gregtech:meta_item_2",19187,"Long Tanzanite Rod","stickLongTanzanite",""
"gregtech:meta_item_2",19189,"Long Tin Alloy Rod","stickLongTinAlloy",""
"gregtech:meta_item_2",19190,"Long Topaz Rod","stickLongTopaz",""
"gregtech:meta_item_2",19192,"Long Ultimet Rod","stickLongUltimet",""
"gregtech:meta_item_2",19195,"Long Vanadium-Gallium Rod","stickLongVanadiumGallium",""
"gregtech:meta_item_2",19196,"Long Wood Stick","stickLongWood",""
"gregtech:meta_item_2",19197,"Long Wrought Iron Rod","stickLongWroughtIron",""
"gregtech:meta_item_2",19200,"Long Yttrium Barium Cuprate Rod","stickLongYttriumBariumCuprate",""
"gregtech:meta_item_2",19201,"Long Nether Quartz Rod","stickLongNetherQuartz",""
"gregtech:meta_item_2",19202,"Long Certus Quartz Rod","stickLongCertusQuartz",""
"gregtech:meta_item_2",19206,"Long Jasper Rod","stickLongJasper",""
"gregtech:meta_item_2",19207,"Long Osmiridium Rod","stickLongOsmiridium",""
"gregtech:meta_item_2",19212,"Long Olivine Rod","stickLongOlivine",""
"gregtech:meta_item_2",19213,"Long Opal Rod","stickLongOpal",""
"gregtech:meta_item_2",19214,"Long Amethyst Rod","stickLongAmethyst",""
"gregtech:meta_item_2",19216,"Long Lapis Rod","stickLongLapis",""
"gregtech:meta_item_2",19227,"Long Sterling Silver Rod","stickLongSterlingSilver",""
"gregtech:meta_item_2",19228,"Long Rose Gold Rod","stickLongRoseGold",""
"gregtech:meta_item_2",19229,"Long Black Bronze Rod","stickLongBlackBronze",""
"gregtech:meta_item_2",19230,"Long Bismuth Bronze Rod","stickLongBismuthBronze",""
"gregtech:meta_item_2",19231,"Long Black Steel Rod","stickLongBlackSteel",""
"gregtech:meta_item_2",19232,"Long Red Steel Rod","stickLongRedSteel",""
"gregtech:meta_item_2",19233,"Long Blue Steel Rod","stickLongBlueSteel",""
"gregtech:meta_item_2",19234,"Long Damascus Steel Rod","stickLongDamascusSteel",""
"gregtech:meta_item_2",19235,"Long Tungstensteel Rod","stickLongTungstenSteel",""
"gregtech:meta_item_2",19238,"Long Cobalt Brass Rod","stickLongCobaltBrass",""
"gregtech:meta_item_2",19243,"Long Red Garnet Rod","stickLongGarnetRed",""
"gregtech:meta_item_2",19244,"Long Yellow Garnet Rod","stickLongGarnetYellow",""
"gregtech:meta_item_2",19247,"Long Vinteum Rod","stickLongVinteum",""
"gregtech:meta_item_2",19297,"Long Magnetic Iron Rod","stickLongIronMagnetic",""
"gregtech:meta_item_2",19298,"Long Magnetic Steel Rod","stickLongSteelMagnetic",""
"gregtech:meta_item_2",19299,"Long Magnetic Neodymium Rod","stickLongNeodymiumMagnetic",""
"gregtech:meta_item_2",19300,"Long Tungstencarbide Rod","stickLongTungstenCarbide",""
"gregtech:meta_item_2",19301,"Long Vanadiumsteel Rod","stickLongVanadiumSteel",""
"gregtech:meta_item_2",19302,"Long HSS-G Rod","stickLongHssg",""
"gregtech:meta_item_2",19303,"Long HSS-E Rod","stickLongHsse",""
"gregtech:meta_item_2",19304,"Long HSS-S Rod","stickLongHsss",""
"gregtech:meta_item_2",19307,"Long Naquadah Rod","stickLongNaquadah",""
"gregtech:meta_item_2",19308,"Long Naquadah Alloy Rod","stickLongNaquadahAlloy",""
"gregtech:meta_item_2",19309,"Long Enriched Naquadah Rod","stickLongNaquadahEnriched",""
"gregtech:meta_item_2",19310,"Long Naquadria Rod","stickLongNaquadria",""
"gregtech:meta_item_2",19311,"Long Tritanium Rod","stickLongTritanium",""
"gregtech:meta_item_2",19312,"Long Duranium Rod","stickLongDuranium",""
"gregtech:meta_item_2",19331,"Long Nether Star Rod","stickLongNetherStar",""
"gregtech:meta_item_2",19411,"Long Polyphenylene Sulfide Rod","stickLongPolyphenyleneSulfide",""
"gregtech:meta_item_2",19424,"Long Nickel Zinc Ferrite Rod","stickLongNickelZincFerrite",""
"gregtech:meta_item_2",19671,"Long Cosmic Neutronium Rod","stickLongCosmicNeutronium",""
"gregtech:meta_item_2",19682,"Long Heavy Quark Degenerate Matter Rod","stickLongHeavyQuarkDegenerateMatter",""
"gregtech:meta_item_2",19683,"Long Metastable Hassium Rod","stickLongMetastableHassium",""
"gregtech:meta_item_2",19706,"Long Metastable Flerovium Rod","stickLongMetastableFlerovium",""
"gregtech:meta_item_2",19707,"Long Metastable Oganesson Rod","stickLongMetastableOganesson",""
"gregtech:meta_item_2",19710,"Long Lithium Titanate Rod","stickLongLithiumTitanate",""
"gregtech:meta_item_2",19714,"Long Taranium Rod","stickLongTaranium",""
"gregtech:meta_item_2",19715,"Long Trinium Titanium Rod","stickLongTriniumTitanium",""
"gregtech:meta_item_2",19716,"Long Proto Adamantium Rod","stickLongProtoAdamantium",""
"gregtech:meta_item_2",19717,"Long Vibranium Rod","stickLongVibranium",""
"gregtech:meta_item_2",19718,"Long Adamantium Rod","stickLongAdamantium",""
"gregtech:meta_item_2",19719,"Long Trinium Rod","stickLongTrinium",""
"gregtech:meta_item_2",19720,"Long High Durability Compound Steel Rod","stickLongHdcs",""
"gregtech:meta_item_2",19721,"Long Cinobite Rod","stickLongCinobite",""
"gregtech:meta_item_2",19731,"Long Hastelloy K243 Rod","stickLongHastelloyK243",""
"gregtech:meta_item_2",19732,"Long Hastelloy X78 Rod","stickLongHastelloyX78",""
"gregtech:meta_item_2",19733,"Long Enriched Naquadah Alloy Rod","stickLongEnrichedNaquadahAlloy",""
"gregtech:meta_item_2",19734,"Long Incoloy 813 Rod","stickLongIncoloy813",""
"gregtech:meta_item_2",19735,"Long Bohrium Rod","stickLongBohrium",""
"gregtech:meta_item_2",19736,"Long Seaborgium Rod","stickLongSeaborgium",""
"gregtech:meta_item_2",19742,"Long Dubnium Rod","stickLongDubnium",""
"gregtech:meta_item_2",19743,"Long Rutherfordium Rod","stickLongRutherfordium",""
"gregtech:meta_item_2",19755,"Long Abyssal Alloy Rod","stickLongAbyssalAlloy",""
"gregtech:meta_item_2",19763,"Long Rhenium Rod","stickLongRhenium",""
"gregtech:meta_item_2",19775,"Long Naquadriatic Taranium Rod","stickLongNaquadriaticTaranium",""
"gregtech:meta_item_2",19777,"Long Mendelevium 263 Rod","stickLongMendelevium263",""
"gregtech:meta_item_2",19778,"Long Mendelevium 261 Rod","stickLongMendelevium261",""
"gregtech:meta_item_2",19779,"Long Mendelevium 259 Rod","stickLongMendelevium259",""
"gregtech:meta_item_2",19780,"Long Mendelevium Rod","stickLongMendelevium",""
"gregtech:meta_item_2",19781,"Long Fermium 263 Rod","stickLongFermium263",""
"gregtech:meta_item_2",19782,"Long Fermium 262 Rod","stickLongFermium262",""
"gregtech:meta_item_2",19783,"Long Fermium 259 Rod","stickLongFermium259",""
"gregtech:meta_item_2",19784,"Long Fermium 258 Rod","stickLongFermium258",""
"gregtech:meta_item_2",19785,"Long Fermium 257 Rod","stickLongFermium257",""
"gregtech:meta_item_2",19786,"Long Fermium Rod","stickLongFermium",""
"gregtech:meta_item_2",19787,"Long Einsteinium 257 Rod","stickLongEinsteinium257",""
"gregtech:meta_item_2",19789,"Long Einsteinium 255 Rod","stickLongEinsteinium255",""
"gregtech:meta_item_2",19790,"Long Einsteinium 253 Rod","stickLongEinsteinium253",""
"gregtech:meta_item_2",19791,"Long Einsteinium Rod","stickLongEinsteinium",""
"gregtech:meta_item_2",19792,"Long Californium 257 Rod","stickLongCalifornium257",""
"gregtech:meta_item_2",19793,"Long Californium 256 Rod","stickLongCalifornium256",""
"gregtech:meta_item_2",19794,"Long Californium 253 Rod","stickLongCalifornium253",""
"gregtech:meta_item_2",19795,"Long Californium 252 Rod","stickLongCalifornium252",""
"gregtech:meta_item_2",19796,"Long Californium 251 Rod","stickLongCalifornium251",""
"gregtech:meta_item_2",19797,"Long Californium Rod","stickLongCalifornium",""
"gregtech:meta_item_2",19798,"Long Berkelium 251 Rod","stickLongBerkelium251",""
"gregtech:meta_item_2",19799,"Long Berkelium 249 Rod","stickLongBerkelium249",""
"gregtech:meta_item_2",19800,"Long Berkelium 247 Rod","stickLongBerkelium247",""
"gregtech:meta_item_2",19801,"Long Berkelium Rod","stickLongBerkelium",""
"gregtech:meta_item_2",19802,"Long Curium 251 Rod","stickLongCurium251",""
"gregtech:meta_item_2",19803,"Long Curium 250 Rod","stickLongCurium250",""
"gregtech:meta_item_2",19804,"Long Curium 247 Rod","stickLongCurium247",""
"gregtech:meta_item_2",19805,"Long Curium 246 Rod","stickLongCurium246",""
"gregtech:meta_item_2",19806,"Long Curium 245 Rod","stickLongCurium245",""
"gregtech:meta_item_2",19807,"Long Curium Rod","stickLongCurium",""
"gregtech:meta_item_2",19808,"Long Americium 245 Rod","stickLongAmericium245",""
"gregtech:meta_item_2",19809,"Long Americium 243 Rod","stickLongAmericium243",""
"gregtech:meta_item_2",19810,"Long Americium 241 Rod","stickLongAmericium241",""
"gregtech:meta_item_2",19811,"Long Plutonium 245 Rod","stickLongPlutoniumRadioactive245",""
"gregtech:meta_item_2",19812,"Long Plutonium 240 Rod","stickLongPlutoniumRadioactive240",""
"gregtech:meta_item_2",19813,"Long Plutonium 239 Rod","stickLongPlutoniumRadioactive239",""
"gregtech:meta_item_2",19814,"Long Plutonium Rod","stickLongPlutoniumRadioactive",""
"gregtech:meta_item_2",19815,"Long Neptunium 239 Rod","stickLongNeptunium239",""
"gregtech:meta_item_2",19816,"Long Neptunium 237 Rod","stickLongNeptunium237",""
"gregtech:meta_item_2",19817,"Long Neptunium 235 Rod","stickLongNeptunium235",""
"gregtech:meta_item_2",19818,"Long Neptunium Rod","stickLongNeptunium",""
"gregtech:meta_item_2",19819,"Long Uranium 239 Rod","stickLongUraniumRadioactive239",""
"gregtech:meta_item_2",19820,"Long Uranium 234 Rod","stickLongUraniumRadioactive234",""
"gregtech:meta_item_2",19821,"Long Uranium 233 Rod","stickLongUraniumRadioactive233",""
"gregtech:meta_item_2",19822,"Long Uranium Rod","stickLongUraniumRadioactive",""
"gregtech:meta_item_2",19823,"Long Protactinium 233 Rod","stickLongProtactinium233",""
"gregtech:meta_item_2",19824,"Long Protactinium Rod","stickLongProtactinium",""
"gregtech:meta_item_2",19825,"Long Thorium 233 Rod","stickLongThorium233",""
"gregtech:meta_item_2",19850,"Long Zeron 100 Rod","stickLongZeron",""
"gregtech:meta_item_2",19851,"Long Lafium Rod","stickLongLafium",""
"gregtech:meta_item_2",19852,"Long Pikyonium Rod","stickLongPikyonium",""
"gregtech:meta_item_2",19853,"Long Inconel 792 Rod","stickLongInconelB",""
"gregtech:meta_item_2",19854,"Long Titan Steel Rod","stickLongTitanSteel",""
"gregtech:meta_item_2",19855,"Long Tungsten Titanium Carbide Rod","stickLongTungstenTitaniumCarbide",""
"gregtech:meta_item_2",19856,"Long Black Titanium Rod","stickLongBlackTitanium",""
"gregtech:meta_item_2",19857,"Long Quantum Rod","stickLongQuantum",""
"gregtech:meta_item_2",19858,"Long Ruridit Rod","stickLongRuridit",""
"gregtech:meta_item_2",19859,"Long Rhodium Plated Palladium Rod","stickLongRhodiumPlatedPalladium",""
"gregtech:meta_item_2",19869,"Long Rhodium Rod","stickLongRhodium",""
"gregtech:meta_item_2",19883,"Long Ruthenium Rod","stickLongRuthenium",""
"gregtech:meta_item_2",19905,"Long Zirconium Carbide Rod","stickLongZirconiumCarbide",""
"gregtech:meta_item_2",19912,"Long Zirconium Rod","stickLongZirconium",""
"gregtech:meta_item_2",19940,"Long Incoloy MA-956 Rod","stickLongIncoloyMa",""
"gregtech:meta_item_2",19941,"Long HG-1223 Rod","stickLongHgAlloy",""
"gregtech:meta_item_2",19942,"Long Babbitt Alloy Rod","stickLongBabbittAlloy",""
"gregtech:meta_item_2",19943,"Long Nitinol 60 Rod","stickLongNitinolA",""
"gregtech:meta_item_2",19963,"Long Enderium Rod","stickLongEnderium",""
"gregtech:meta_item_2",19965,"Long Polyvinyl Chloride Rod","stickLongPolyvinylChloride",""
"gregtech:meta_item_2",19977,"Long Magnetic Samarium Rod","stickLongSamariumMagnetic",""
"gregtech:meta_item_2",19979,"Long Talonite Rod","stickLongTalonite",""
"gregtech:meta_item_2",19980,"Long Stellite Rod","stickLongStellite",""
"gregtech:meta_item_2",19981,"Long Tumbaga Rod","stickLongTumbaga",""
"gregtech:meta_item_2",19982,"Long Hastelloy N Rod","stickLongHastelloyN",""
"gregtech:meta_item_2",19983,"Long Staballoy Rod","stickLongStaballoy",""
"gregtech:meta_item_2",19984,"Long Potin Rod","stickLongPotin",""
"gregtech:meta_item_2",19985,"Long Maraging Steel 250 Rod","stickLongMaragingSteelA",""
"gregtech:meta_item_2",19986,"Long Inconel 625 Rod","stickLongInconelA",""
"gregtech:meta_item_2",19987,"Long Grisium Rod","stickLongGrisium",""
"gregtech:meta_item_2",19989,"Long Eglin Steel Rod","stickLongEglinSteel",""
"gregtech:meta_item_2",19993,"Long Neutronium Rod","stickLongNeutronium",""
"gregtech:meta_item_2",21072,"Titanium Spring","springTitanium",""
"gregtech:meta_item_2",22085,"Chipped Almandine","gemChippedAlmandine",""
"gregtech:meta_item_2",22092,"Chipped Blue Topaz","gemChippedBlueTopaz",""
"gregtech:meta_item_2",22103,"Chipped Cinnabar","gemChippedCinnabar",""
"gregtech:meta_item_2",22106,"Chipped Coal","gemChippedCoal",""
"gregtech:meta_item_2",22111,"Chipped Diamond","gemChippedDiamond",""
"gregtech:meta_item_2",22113,"Chipped Emerald","gemChippedEmerald",""
"gregtech:meta_item_2",22117,"Chipped Green Sapphire","gemChippedGreenSapphire",""
"gregtech:meta_item_2",22122,"Chipped Rutile","gemChippedRutile",""
"gregtech:meta_item_2",22128,"Chipped Lazurite","gemChippedLazurite",""
"gregtech:meta_item_2",22154,"Chipped Ruby","gemChippedRuby",""
"gregtech:meta_item_2",22157,"Chipped Sapphire","gemChippedSapphire",""
"gregtech:meta_item_2",22161,"Chipped Sodalite","gemChippedSodalite",""
"gregtech:meta_item_2",22187,"Chipped Tanzanite","gemChippedTanzanite",""
"gregtech:meta_item_2",22190,"Chipped Topaz","gemChippedTopaz",""
"gregtech:meta_item_2",22201,"Chipped Nether Quartz","gemChippedNetherQuartz",""
"gregtech:meta_item_2",22202,"Chipped Certus Quartz","gemChippedCertusQuartz",""
"gregtech:meta_item_2",22203,"Chipped Quartzite","gemChippedQuartzite",""
"gregtech:meta_item_2",22206,"Chipped Jasper","gemChippedJasper",""
"gregtech:meta_item_2",22209,"Chipped Glass Crystal","gemChippedGlass",""
"gregtech:meta_item_2",22211,"Chipped Lignite Coal","gemChippedLignite",""
"gregtech:meta_item_2",22212,"Chipped Olivine","gemChippedOlivine",""
"gregtech:meta_item_2",22213,"Chipped Opal","gemChippedOpal",""
"gregtech:meta_item_2",22214,"Chipped Amethyst","gemChippedAmethyst",""
"gregtech:meta_item_2",22216,"Chipped Lapis","gemChippedLapis",""
"gregtech:meta_item_2",22226,"Chipped Apatite","gemChippedApatite",""
"gregtech:meta_item_2",22243,"Chipped Red Garnet","gemChippedGarnetRed",""
"gregtech:meta_item_2",22244,"Chipped Yellow Garnet","gemChippedGarnetYellow",""
"gregtech:meta_item_2",22247,"Chipped Vinteum","gemChippedVinteum",""
"gregtech:meta_item_2",22281,"Chipped Monazite","gemChippedMonazite",""
"gregtech:meta_item_2",22357,"Chipped Coal Coke","gemChippedCoke",""
"gregtech:meta_item_2",22525,"Chipped Aquamarine","gemChippedAquamarine",""
"gregtech:meta_item_2",22696,"Chipped Lead Zirconate Titanate","gemChippedLeadZirconateTitanate",""
"gregtech:meta_item_2",22713,"Chipped Zircon","gemChippedZircon",""
"gregtech:meta_item_2",22867,"Chipped Rhodium Salt","gemChippedRhodiumSalt",""
"gregtech:meta_item_2",22910,"Chipped Prasiolite","gemChippedPrasiolite",""
"gregtech:meta_item_2",22911,"Chipped Cubic Zirconia","gemChippedCubicZirconia",""
"gregtech:meta_item_2",22913,"Chipped Magneto Resonatic","gemChippedMagnetoResonatic",""
"gregtech:meta_item_2",23085,"Flawed Almandine","gemFlawedAlmandine",""
"gregtech:meta_item_2",23092,"Flawed Blue Topaz","gemFlawedBlueTopaz",""
"gregtech:meta_item_2",23103,"Flawed Cinnabar","gemFlawedCinnabar",""
"gregtech:meta_item_2",23106,"Flawed Coal","gemFlawedCoal",""
"gregtech:meta_item_2",23111,"Flawed Diamond","gemFlawedDiamond",""
"gregtech:meta_item_2",23113,"Flawed Emerald","gemFlawedEmerald",""
"gregtech:meta_item_2",23117,"Flawed Green Sapphire","gemFlawedGreenSapphire",""
"gregtech:meta_item_2",23122,"Flawed Rutile","gemFlawedRutile",""
"gregtech:meta_item_2",23128,"Flawed Lazurite","gemFlawedLazurite",""
"gregtech:meta_item_2",23154,"Flawed Ruby","gemFlawedRuby",""
"gregtech:meta_item_2",23157,"Flawed Sapphire","gemFlawedSapphire",""
"gregtech:meta_item_2",23161,"Flawed Sodalite","gemFlawedSodalite",""
"gregtech:meta_item_2",23187,"Flawed Tanzanite","gemFlawedTanzanite",""
"gregtech:meta_item_2",23190,"Flawed Topaz","gemFlawedTopaz",""
"gregtech:meta_item_2",23201,"Flawed Nether Quartz","gemFlawedNetherQuartz",""
"gregtech:meta_item_2",23202,"Flawed Certus Quartz","gemFlawedCertusQuartz",""
"gregtech:meta_item_2",23203,"Flawed Quartzite","gemFlawedQuartzite",""
"gregtech:meta_item_2",23206,"Flawed Jasper","gemFlawedJasper",""
"gregtech:meta_item_2",23209,"Flawed Glass Crystal","gemFlawedGlass",""
"gregtech:meta_item_2",23211,"Flawed Lignite Coal","gemFlawedLignite",""
"gregtech:meta_item_2",23212,"Flawed Olivine","gemFlawedOlivine",""
"gregtech:meta_item_2",23213,"Flawed Opal","gemFlawedOpal",""
"gregtech:meta_item_2",23214,"Flawed Amethyst","gemFlawedAmethyst",""
"gregtech:meta_item_2",23216,"Flawed Lapis","gemFlawedLapis",""
"gregtech:meta_item_2",23226,"Flawed Apatite","gemFlawedApatite",""
"gregtech:meta_item_2",23243,"Flawed Red Garnet","gemFlawedGarnetRed",""
"gregtech:meta_item_2",23244,"Flawed Yellow Garnet","gemFlawedGarnetYellow",""
"gregtech:meta_item_2",23247,"Flawed Vinteum","gemFlawedVinteum",""
"gregtech:meta_item_2",23281,"Flawed Monazite","gemFlawedMonazite",""
