"","Name","Ore Dict","Display name"
"gregtech:meta_item_1:10112","gregtech:meta_ingot:277","ingotElectrum","Electrum Ingot"
"gregtech:meta_item_1:10126","gregtech:meta_ingot:287","ingotInvar","Invar Ingot"
"gregtech:meta_item_1:10127","gregtech:meta_ingot:288","ingotKanthal","Kanthal Ingot"
"gregtech:meta_item_1:10129","gregtech:meta_ingot:290","ingotMagnalium","Magnalium Ingot"
"gregtech:meta_item_1:10133","gregtech:meta_ingot:294","ingotNichrome","Nichrome Ingot"
"gregtech:meta_item_1:10134","gregtech:meta_ingot:295","ingotNiobiumNitride","Niobium Nitride Ingot"
"gregtech:meta_item_1:10135","gregtech:meta_ingot:296","ingotNiobiumTitanium","Niobium-Titanium Ingot"
"gregtech:meta_item_1:10140","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10141","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10142","gregtech:meta_ingot:1013","ingotEpoxy","Epoxy Resin Bar"
"gregtech:meta_item_1:10144","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10145","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10152","gregtech:meta_ingot:1068","ingotRubber","Rubber Bar"
"gregtech:meta_item_1:10180","gregtech:meta_ingot:320","ingotSolderingAlloy","Soldering Alloy Ingot"
"gregtech:meta_item_1:10183","gregtech:meta_ingot:323","ingotStainlessSteel","Stainless Steel Ingot"
"gregtech:meta_item_1:10184","gregtech:meta_ingot:324","ingotSteel","Steel Ingot"
"gregtech:meta_item_1:10189","gregtech:meta_ingot:328","ingotTinAlloy","Tin Alloy Ingot"
"gregtech:meta_item_1:10192","gregtech:meta_ingot:331","ingotUltimet","Ultimet Ingot"
"gregtech:meta_item_1:10195","gregtech:meta_ingot:334","ingotVanadiumGallium","Vanadium-Gallium Ingot"
"gregtech:meta_item_1:10197","gregtech:meta_ingot:335","ingotWroughtIron","Wrought Iron Ingot"
"gregtech:meta_item_1:10200","gregtech:meta_ingot:338","ingotYttriumBariumCuprate","Yttrium Barium Cuprate Ingot"
"gregtech:meta_item_1:10204","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10205","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10207","gregtech:meta_ingot:344","ingotOsmiridium","Osmiridium Ingot"
"gregtech:meta_item_1:10227","gregtech:meta_ingot:300","ingotSterlingSilver","Sterling Silver Ingot"
"gregtech:meta_item_1:10228","gregtech:meta_ingot:301","ingotRoseGold","Rose Gold Ingot"
"gregtech:meta_item_1:10229","gregtech:meta_ingot:302","ingotBlackBronze","Black Bronze Ingot"
"gregtech:meta_item_1:10230","gregtech:meta_ingot:303","ingotBismuthBronze","Bismuth Bronze Ingot"
"gregtech:meta_item_1:10231","gregtech:meta_ingot:2011","ingotBlackSteel","Black Steel Ingot"
"gregtech:meta_item_1:10232","gregtech:meta_ingot:2510","ingotRedSteel","Red Steel Ingot"
"gregtech:meta_item_1:10233","gregtech:meta_ingot:2511","ingotBlueSteel","Blue Steel Ingot"
"gregtech:meta_item_1:10234","gregtech:meta_ingot:2012","ingotDamascusSteel","Damascus Steel Ingot"
"gregtech:meta_item_1:10235","gregtech:meta_ingot:2013","ingotTungstenSteel","Tungstensteel Ingot"
"gregtech:meta_item_1:10237","gregtech:meta_ingot:2517","ingotRedAlloy","Red Alloy Ingot"
"gregtech:meta_item_1:10238","gregtech:meta_ingot:2014","ingotCobaltBrass","Cobalt Brass Ingot"
"gregtech:meta_item_1:10297","gregtech:meta_ingot:395","ingotIronMagnetic","Magnetic Iron Ingot"
"gregtech:meta_item_1:10298","gregtech:meta_ingot:2035","ingotSteelMagnetic","Magnetic Steel Ingot"
"gregtech:meta_item_1:10299","gregtech:meta_ingot:418","ingotNeodymiumMagnetic","Magnetic Neodymium Ingot"
"gregtech:meta_item_1:10300","gregtech:meta_ingot:396","ingotTungstenCarbide","Tungstencarbide Ingot"
"gregtech:meta_item_1:10301","gregtech:meta_ingot:2036","ingotVanadiumSteel","Vanadiumsteel Ingot"
"gregtech:meta_item_1:10302","gregtech:meta_ingot:2516","ingotHssg","HSS-G Ingot"
"gregtech:meta_item_1:10303","gregtech:meta_ingot:2519","ingotHsse","HSS-E Ingot"
"gregtech:meta_item_1:10304","gregtech:meta_ingot:2520","ingotHsss","HSS-S Ingot"
"gregtech:meta_item_1:10307","gregtech:meta_ingot:124","ingotNaquadah","Naquadah Ingot"
"gregtech:meta_item_1:10308","gregtech:meta_ingot:2042","ingotNaquadahAlloy","Naquadah Alloy Ingot"
"gregtech:meta_item_1:10309","gregtech:meta_ingot:125","ingotNaquadahEnriched","Enriched Naquadah Ingot"
"gregtech:meta_item_1:10310","gregtech:meta_ingot:126","ingotNaquadria","Naquadria Ingot"
"gregtech:meta_item_1:10311","gregtech:meta_ingot:128","ingotTritanium","Tritanium Ingot"
"gregtech:meta_item_1:10312","gregtech:meta_ingot:129","ingotDuranium","Duranium Ingot"
"gregtech:meta_item_1:10353","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10364","gregtech:meta_ingot:2038","ingotBorosilicateGlass","Borosilicate Glass Bar"
"gregtech:meta_item_1:10391","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10395","gcyl:meta_ingot:61","ingotPolystyrene","Polystyrene Bar"
"gregtech:meta_item_1:10398","gregtech:meta_ingot:1004","ingotStyreneButadieneRubber","Styrene-Butadiene Rubber Bar"
"gregtech:meta_item_1:10410","gregtech:meta_ingot:351","ingotGalliumArsenide","Gallium Arsenide Ingot"
"gregtech:meta_item_1:10411","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10421","gregtech:meta_ingot:354","ingotIndiumGalliumPhosphide","Indium Gallium Phosphide Ingot"
"gregtech:meta_item_1:10424","gregtech:meta_ingot:355","ingotNickelZincFerrite","Nickel Zinc Ferrite Ingot"
"gregtech:meta_item_1:10470","gregtech:meta_ingot:1006","ingotReinforcedEpoxyResin","Fiber-Reinforced Epoxy Resin Bar"
"gregtech:meta_item_1:10516","gcyl:meta_ingot:1158","ingotLvSuperconductor","LV Superconductor Ingot"
"gregtech:meta_item_1:10517","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10518","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10519","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10520","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10521","gcyl:meta_ingot:16","ingotChaosalloy","Chaos Infinity Alloy Ingot"
"gregtech:meta_item_1:10524","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10526","gcyl:meta_ingot:1088","ingotBrightSteel","Bright Steel Ingot"
"gregtech:meta_item_1:10534","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10671","gcyl:meta_ingot:911","ingotCosmicNeutronium","Cosmic Neutronium Ingot"
"gregtech:meta_item_1:10672","gcyl:meta_ingot:301","ingotPeriodicium","Periodicium Ingot"
"gregtech:meta_item_1:10673","gcyl:meta_ingot:190","ingotQcdConfinedMatter","Quantumchromodynamically Confined Matter Ingot"
"gregtech:meta_item_1:10674","gcyl:meta_ingot:208","ingotSuperheavyLAlloy","Superheavy-L Alloy Ingot"
"gregtech:meta_item_1:10675","gcyl:meta_ingot:203","ingotSuperheavyHAlloy","Superheavy-H Alloy Ingot"
"gregtech:meta_item_1:10676","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10677","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10678","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10679","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10680","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10681","gregtech:meta_ingot:107","ingotTennessine","Tennessine Ingot"
"gregtech:meta_item_1:10682","gcyl:meta_ingot:188","ingotHeavyQuarkDegenerateMatter","Heavy Quark Degenerate Matter Ingot"
"gregtech:meta_item_1:10683","gcyl:meta_ingot:192","ingotMetastableHassium","Metastable Hassium Ingot"
"gregtech:meta_item_1:10685","gcyl:meta_ingot:22","ingotLithiumNiobate","Lithium Niobate Ingot"
"gregtech:meta_item_1:10690","gcyl:meta_ingot:51","ingotGermaniumTungstenNitride","Germanium Tungsten Nitride Ingot"
"gregtech:meta_item_1:10691","gcyl:meta_ingot:59","ingotRutheniumDioxide","Ruthenium Dioxide Ingot"
"gregtech:meta_item_1:10692","gcyl:meta_ingot:53","ingotPedot","PEDOT Ingot"
"gregtech:meta_item_1:10693","gcyl:meta_ingot:58","ingotBismuthIridiate","Bismuth Iridiate Ingot"
"gregtech:meta_item_1:10694","gcyl:meta_ingot:57","ingotBismuthRuthenate","Bismuth Ruthenate Ingot"
"gregtech:meta_item_1:10695","gcyl:meta_ingot:195","ingotTantalumHafniumSeaborgiumCarbide","Tantalum Hafnium Seaborgium Carbide Ingot"
"gregtech:meta_item_1:10697","gcyl:meta_ingot:52","ingotBariumTitanate","Barium Titanate Ingot"
"gregtech:meta_item_1:10698","gcyl:meta_ingot:766","ingotWoodsGlass","Woods Glass Ingot"
"gregtech:meta_item_1:10699","gcyl:meta_ingot:784","ingotThoriaDopedTungsten","Thoria Doped Tungsten Ingot"
"gregtech:meta_item_1:10700","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10705","gcyl:meta_ingot:749","ingotElectricallyImpureCopper","Electrically Impure Copper Ingot"
"gregtech:meta_item_1:10706","gcyl:meta_ingot:189","ingotMetastableFlerovium","Metastable Flerovium Ingot"
"gregtech:meta_item_1:10707","gcyl:meta_ingot:201","ingotMetastableOganesson","Metastable Oganesson Ingot"
"gregtech:meta_item_1:10708","gcyl:meta_ingot:637","ingotTitanium50","Titanium 50 Ingot"
"gregtech:meta_item_1:10709","gcyl:meta_ingot:26","ingotCarbonNanotubes","Carbon Nanotubes Ingot"
"gregtech:meta_item_1:10710","gcyl:meta_ingot:25","ingotLithiumTitanate","Lithium Titanate Ingot"
"gregtech:meta_item_1:10714","gcyl:meta_ingot:172","ingotTaranium","Taranium Ingot"
"gregtech:meta_item_1:10715","gcyl:meta_ingot:194","ingotTriniumTitanium","Trinium Titanium Ingot"
"gregtech:meta_item_1:10716","gcyl:meta_ingot:202","ingotProtoAdamantium","Proto Adamantium Ingot"
"gregtech:meta_item_1:10717","gcyl:meta_ingot:193","ingotVibranium","Vibranium Ingot"
"gregtech:meta_item_1:10718","gcyl:meta_ingot:48","ingotAdamantium","Adamantium Ingot"
"gregtech:meta_item_1:10719","gregtech:meta_ingot:130","ingotTrinium","Trinium Ingot"
"gregtech:meta_item_1:10720","gcyl:meta_ingot:44","ingotHdcs","High Durability Compound Steel Ingot"
"gregtech:meta_item_1:10721","gcyl:meta_ingot:49","ingotCinobite","Cinobite Ingot"
"gregtech:meta_item_1:10722","gcyl:meta_ingot:1169","ingotUxvSuperconductor","UXV Superconductor Ingot"
"gregtech:meta_item_1:10723","gcyl:meta_ingot:1156","ingotUxvSuperconductorBase","UXV Superconductor Base Ingot"
"gregtech:meta_item_1:10724","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10725","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10726","gcyl:meta_ingot:1168","ingotUivSuperconductor","UIV Superconductor Ingot"
"gregtech:meta_item_1:10727","gcyl:meta_ingot:1155","ingotUivSuperconductorBase","UIV Superconductor Base Ingot"
"gregtech:meta_item_1:10728","gcyl:meta_ingot:175","ingotFullerenePolymerMatrix","Fullerene Polymer Matrix Bar"
"gregtech:meta_item_1:10729","gcyl:meta_ingot:176","ingotZylon","Zylon Bar"
"gregtech:meta_item_1:10730","gcyl:meta_ingot:23","ingotPolyetheretherketone","Polyetheretherketone (PEEK) Bar"
"gregtech:meta_item_1:10731","gcyl:meta_ingot:290","ingotHastelloyk243","Hastelloy K243 Ingot"
"gregtech:meta_item_1:10732","gcyl:meta_ingot:274","ingotHastelloyx78","Hastelloy X78 Ingot"
"gregtech:meta_item_1:10733","gcyl:meta_ingot:17","ingotEnrichedNaquadahAlloy","Enriched Naquadah Alloy Ingot"
"gregtech:meta_item_1:10734","gcyl:meta_ingot:275","ingotIncoloy813","Incoloy 813 Ingot"
"gregtech:meta_item_1:10735","gregtech:meta_ingot:12","ingotBohrium","Bohrium Ingot"
"gregtech:meta_item_1:10736","gregtech:meta_ingot:97","ingotSeaborgium","Seaborgium Ingot"
"gregtech:meta_item_1:10737","gcyl:meta_ingot:1167","ingotUevSuperconductor","UEV Superconductor Ingot"
"gregtech:meta_item_1:10738","gcyl:meta_ingot:1154","ingotUevSuperconductorBase","UEV Superconductor Base Ingot"
"gregtech:meta_item_1:10739","gcyl:meta_ingot:1166","ingotUhvSuperconductor","UHV Superconductor Ingot"
"gregtech:meta_item_1:10740","gcyl:meta_ingot:1153","ingotUhvSuperconductorBase","UHV Superconductor Base Ingot"
"gregtech:meta_item_1:10741","gcyl:meta_ingot:1","ingotReactorSteel","Reactor Steel Ingot"
"gregtech:meta_item_1:10742","gregtech:meta_ingot:29","ingotDubnium","Dubnium Ingot"
"gregtech:meta_item_1:10743","gregtech:meta_ingot:94","ingotRutherfordium","Rutherfordium Ingot"
"gregtech:meta_item_1:10744","gcyl:meta_ingot:1165","ingotUvSuperconductor","UV Superconductor Ingot"
"gregtech:meta_item_1:10745","gcyl:meta_ingot:1152","ingotUvSuperconductorBase","UV Superconductor Base Ingot"
"gregtech:meta_item_1:10755","gcyl:meta_ingot:910","ingotAbyssalAlloy","Abyssal Alloy Ingot"
"gregtech:meta_item_1:10756","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10759","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10760","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10761","gregtech:meta_ingot:110","ingotThallium","Thallium Ingot"
"gregtech:meta_item_1:10762","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10763","gregtech:meta_ingot:89","ingotRhenium","Rhenium Ingot"
"gregtech:meta_item_1:10764","gregtech:meta_ingot:42","ingotHafnium","Hafnium Ingot"
"gregtech:meta_item_1:10765","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10766","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10767","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10768","gcyl:meta_ingot:184","ingotLeadBismuthEutatic","Lead Bismuth Eutectic (Reactor Moderator) Ingot"
"gregtech:meta_item_1:10770","gcyl:meta_ingot:140","ingotBerylliumFluoride","Beryllium Fluoride Ingot"
"gregtech:meta_item_1:10774","gcyl:meta_ingot:157","ingotLithiumFluoride","Lithium Fluoride Ingot"
"gregtech:meta_item_1:10775","gcyl:meta_ingot:173","ingotNaquadriaticTaranium","Naquadriatic Taranium Ingot"
"gregtech:meta_item_1:10777","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10778","gcyl:meta_ingot:6","ingotMendelevium261","Mendelevium 261 Ingot"
"gregtech:meta_item_1:10779","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10780","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10781","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10782","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10783","gcyl:meta_ingot:10","ingotFermium259","Fermium 259 Ingot"
"gregtech:meta_item_1:10784","gcyl:meta_ingot:4","ingotFermium258","Fermium 258 Ingot"
"gregtech:meta_item_1:10785","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10786","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10787","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10789","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10790","gcyl:meta_ingot:12","ingotEinsteinium253","Einsteinium 253 Ingot"
"gregtech:meta_item_1:10791","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10792","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10793","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10794","gcyl:meta_ingot:9","ingotCalifornium253","Californium 253 Ingot"
"gregtech:meta_item_1:10795","gcyl:meta_ingot:5","ingotCalifornium252","Californium 252 Ingot"
"gregtech:meta_item_1:10796","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10797","gregtech:meta_ingot:17","ingotCalifornium","Californium Ingot"
"gregtech:meta_item_1:10798","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10799","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10800","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10801","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10802","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10803","gcyl:meta_ingot:11","ingotCurium250","Curium 250 Ingot"
"gregtech:meta_item_1:10804","gcyl:meta_ingot:8","ingotCurium247","Curium 247 Ingot"
"gregtech:meta_item_1:10805","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10806","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10807","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10808","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10809","gcyl:meta_ingot:7","ingotAmericium243","Americium 243 Ingot"
"gregtech:meta_item_1:10810","gcyl:meta_ingot:3","ingotAmericium241","Americium 241 Ingot"
"gregtech:meta_item_1:10811","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10812","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10813","gregtech:meta_ingot:81","ingotPlutonium239","Plutonium 239 Ingot"
"gregtech:meta_item_1:10814","gregtech:meta_ingot:132","ingotPlutonium","Plutonium Ingot"
"gregtech:meta_item_1:10815","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10816","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10817","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10818","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10819","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10820","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10821","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10822","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10823","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10824","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10825","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10827","gcyl:meta_ingot:159","ingotPreciousMetal","Precious Metal Ingot"
"gregtech:meta_item_1:10828","gcyl:meta_ingot:160","ingotGoldAlloy","Gold Alloy Ingot"
"gregtech:meta_item_1:10837","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10838","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10840","gregtech:meta_ingot:1010","ingotPolybenzimidazole","Polybenzimidazole (PBI) Bar"
"gregtech:meta_item_1:10850","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10851","gcyl:meta_ingot:187","ingotLafium","Lafium Ingot"
"gregtech:meta_item_1:10852","gcyl:meta_ingot:21","ingotPikyonium","Pikyonium Ingot"
"gregtech:meta_item_1:10853","gcyl:meta_ingot:18","ingotInconelB","Inconel 792 Ingot"
"gregtech:meta_item_1:10854","gcyl:meta_ingot:191","ingotTitanSteel","Titan Steel Ingot"
"gregtech:meta_item_1:10855","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10856","gcyl:meta_ingot:174","ingotBlackTitanium","Black Titanium Ingot"
"gregtech:meta_item_1:10857","gcyl:meta_ingot:47","ingotQuantum","Quantum Ingot"
"gregtech:meta_item_1:10858","gregtech:meta_ingot:310","ingotRuridit","Ruridit Ingot"
"gregtech:meta_item_1:10859","gregtech:meta_ingot:2062","ingotRhodiumPlatedPalladium","Rhodium Plated Palladium Ingot"
"gregtech:meta_item_1:10869","gregtech:meta_ingot:90","ingotRhodium","Rhodium Ingot"
"gregtech:meta_item_1:10883","gregtech:meta_ingot:93","ingotRuthenium","Ruthenium Ingot"
"gregtech:meta_item_1:10905","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10912","gregtech:meta_ingot:123","ingotZirconium","Zirconium Ingot"
"gregtech:meta_item_1:10940","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10941","gcyl:meta_ingot:1075","ingotHgAlloy","HG-1223 Ingot"
"gregtech:meta_item_1:10942","gcyl:meta_ingot:1090","ingotBabbittAlloy","Babbitt Alloy Ingot"
"gregtech:meta_item_1:10943","gcyl:meta_ingot:196","ingotNitinolA","Nitinol 60 Ingot"
"gregtech:meta_item_1:10963","gcyl:meta_ingot:291","ingotEnderium","Enderium Ingot"
"gregtech:meta_item_1:10964","gcyl:meta_ingot:1164","ingotZpmSuperconductor","ZPM Superconductor Ingot"
"gregtech:meta_item_1:10965","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10966","gcyl:meta_ingot:1163","ingotLuvSuperconductor","LuV Superconductor Ingot"
"gregtech:meta_item_1:10967","gcyl:meta_ingot:1162","ingotIvSuperconductor","IV Superconductor Ingot"
"gregtech:meta_item_1:10968","gcyl:meta_ingot:1161","ingotEvSuperconductor","EV Superconductor Ingot"
"gregtech:meta_item_1:10969","gcyl:meta_ingot:1160","ingotHvSuperconductor","HV Superconductor Ingot"
"gregtech:meta_item_1:10970","gcyl:meta_ingot:1159","ingotMvSuperconductor","MV Superconductor Ingot"
"gregtech:meta_item_1:10971","gcyl:meta_ingot:1151","ingotZpmSuperconductorBase","ZPM Superconductor Base Ingot"
"gregtech:meta_item_1:10972","gcyl:meta_ingot:1150","ingotLuvSuperconductorBase","LuV Superconductor Base Ingot"
"gregtech:meta_item_1:10973","gcyl:meta_ingot:1149","ingotIvSuperconductorBase","IV Superconductor Base Ingot"
"gregtech:meta_item_1:10974","gcyl:meta_ingot:1148","ingotEvSuperconductorBase","EV Superconductor Base Ingot"
"gregtech:meta_item_1:10975","gcyl:meta_ingot:1147","ingotHvSuperconductorBase","HV Superconductor Base Ingot"
"gregtech:meta_item_1:10976","gcyl:meta_ingot:1146","ingotMvSuperconductorBase","MV Superconductor Base Ingot"
"gregtech:meta_item_1:10977","gregtech:meta_ingot:423","ingotSamariumMagnetic","Magnetic Samarium Ingot"
"gregtech:meta_item_1:10979","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10980","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10981","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10982","gcyl:meta_ingot:186","ingotHastelloyN","Hastelloy N Ingot"
"gregtech:meta_item_1:10983","gcyl:meta_ingot:276","ingotStaballoy","Staballoy Ingot"
"gregtech:meta_item_1:10984","gregtech:meta_ingot:2037","ingotPotin","Potin Ingot"
"gregtech:meta_item_1:10985","gcyl:meta_ingot:785","ingotMaragingSteelA","Maraging Steel 250 Ingot"
"gregtech:meta_item_1:10986","gcyl:meta_ingot:1091","ingotInconelA","Inconel 625 Ingot"
"gregtech:meta_item_1:10987","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10988","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10989","gcyl:meta_ingot:20","ingotEglinSteel","Eglin Steel Ingot"
"gregtech:meta_item_1:10992","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:10993","gregtech:meta_ingot:127","ingotNeutronium","Neutronium Ingot"
"gregtech:meta_item_1:11021","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:11032","gregtech:meta_ingot_hot:50","ingotHotIridium","Hot Iridium Ingot"
"gregtech:meta_item_1:11037","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:11045","gregtech:meta_ingot_hot:71","ingotHotNiobium","Hot Niobium Ingot"
"gregtech:meta_item_1:11047","gregtech:meta_ingot_hot:75","ingotHotOsmium","Hot Osmium Ingot"
"gregtech:meta_item_1:11060","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:11070","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:11072","gregtech:meta_ingot_hot:113","ingotHotTitanium","Hot Titanium Ingot"
"gregtech:meta_item_1:11074","gregtech:meta_ingot_hot:115","ingotHotTungsten","Hot Tungsten Ingot"
"gregtech:meta_item_1:11077","gregtech:meta_ingot_hot:118","ingotHotVanadium","Hot Vanadium Ingot"
"gregtech:meta_item_1:11078","gregtech:meta_ingot_hot:121","ingotHotYttrium","Hot Yttrium Ingot"
"gregtech:meta_item_1:11127","gregtech:meta_ingot_hot:288","ingotHotKanthal","Hot Kanthal Ingot"
"gregtech:meta_item_1:11133","gregtech:meta_ingot_hot:294","ingotHotNichrome","Hot Nichrome Ingot"
"gregtech:meta_item_1:11134","gregtech:meta_ingot_hot:295","ingotHotNiobiumNitride","Hot Niobium Nitride Ingot"
"gregtech:meta_item_1:11135","gregtech:meta_ingot_hot:296","ingotHotNiobiumTitanium","Hot Niobium-Titanium Ingot"
"gregtech:meta_item_1:11192","gregtech:meta_ingot_hot:331","ingotHotUltimet","Hot Ultimet Ingot"
"gregtech:meta_item_1:11195","gregtech:meta_ingot_hot:334","ingotHotVanadiumGallium","Hot Vanadium-Gallium Ingot"
"gregtech:meta_item_1:11200","gregtech:meta_ingot_hot:338","ingotHotYttriumBariumCuprate","Hot Yttrium Barium Cuprate Ingot"
"gregtech:meta_item_1:11207","gregtech:meta_ingot_hot:344","ingotHotOsmiridium","Hot Osmiridium Ingot"
"gregtech:meta_item_1:11229","gregtech:meta_ingot_hot:302","ingotHotBlackBronze","Hot Black Bronze Ingot"
"gregtech:meta_item_1:11235","gregtech:meta_ingot_hot:2013","ingotHotTungstenSteel","Hot Tungstensteel Ingot"
"gregtech:meta_item_1:11300","gregtech:meta_ingot_hot:396","ingotHotTungstenCarbide","Hot Tungstencarbide Ingot"
"gregtech:meta_item_1:11302","gregtech:meta_ingot_hot:2516","ingotHotHssg","Hot HSS-G Ingot"
"gregtech:meta_item_1:11303","gregtech:meta_ingot_hot:2519","ingotHotHsse","Hot HSS-E Ingot"
"gregtech:meta_item_1:11304","gregtech:meta_ingot_hot:2520","ingotHotHsss","Hot HSS-S Ingot"
"gregtech:meta_item_1:11307","gregtech:meta_ingot_hot:124","ingotHotNaquadah","Hot Naquadah Ingot"
"gregtech:meta_item_1:11308","gregtech:meta_ingot_hot:2042","ingotHotNaquadahAlloy","Hot Naquadah Alloy Ingot"
"gregtech:meta_item_1:11309","gregtech:meta_ingot_hot:125","ingotHotNaquadahEnriched","Hot Enriched Naquadah Ingot"
"gregtech:meta_item_1:11310","gregtech:meta_ingot_hot:126","ingotHotNaquadria","Hot Naquadria Ingot"
"gregtech:meta_item_1:11518","gcyl:meta_ingot_hot:13","ingotHotDraconium","Hot Draconium Ingot"
"gregtech:meta_item_1:11524","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:11671","gcyl:meta_ingot_hot:911","ingotHotCosmicNeutronium","Hot Cosmic Neutronium Ingot"
"gregtech:meta_item_1:11672","gcyl:meta_ingot_hot:301","ingotHotPeriodicium","Hot Periodicium Ingot"
"gregtech:meta_item_1:11673","gcyl:meta_ingot_hot:190","ingotHotQcdConfinedMatter","Hot Quantumchromodynamically Confined Matter Ingot"
"gregtech:meta_item_1:11674","gcyl:meta_ingot_hot:208","ingotHotSuperheavyLAlloy","Hot Superheavy-L Alloy Ingot"
"gregtech:meta_item_1:11675","gcyl:meta_ingot_hot:203","ingotHotSuperheavyHAlloy","Hot Superheavy-H Alloy Ingot"
